compound	response	smiles
DTXSID1026081	0	CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
DTXSID1026900	0	CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
DTXSID1026792	0	Cc1cccc(N)c1
DTXSID1026906	0	CCCCCCCCCCCCN(C)C
DTXSID1032355	0	CC1(C)CON(Cc2ccccc2Cl)C1=O
DTXSID1032511	0	CCN1CN(CC)CN(CC)C1
DTXSID1032519	1	CSC(=O)c1cccc2nnsc12
DTXSID1032569	0	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
DTXSID1032640	0	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
DTXSID1032648	0	COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1033664	0	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
DTXSID1034181	0	Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DTXSID1034187	0	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
DTXSID1034212	0	CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
DTXSID1034973	0	CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O
DTXSID1034929	0	Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
DTXSID1034769	0	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
DTXSID1038298	1	Oc1ccc2ccc3cccc4ccc1c2c34
DTXSID1038743	0	Cc1ccc2[nH]nnc2c1
DTXSID1040372	0	Fc1ccc([C@@]2(Cn3cncn3)O[C@@H]2c2ccccc2Cl)cc1
DTXSID1040794	0	O.O.O.O.[Na+].[O-]c1ccccc1-c1ccccc1
DTXSID1040742	1	C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
DTXSID1041502	0	Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C
DTXSID1041978	0	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
DTXSID1043910	0	CO[Si](CCC1CCC2OC2C1)(OC)OC
DTXSID1046970	0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
DTXSID1047283	0	CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1
DTXSID1047289	0	CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1
DTXSID1047362	1	CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N
DTXSID1047312	0	N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F
DTXSID1047366	0	O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1
DTXSID1048172	1	O=C(O)/C=C/C(=O)O.O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1
DTXSID1048174	0	Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O
DTXSID1048178	0	CCCCc1nc2cccnc2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[Na+]
DTXSID1052585	0	CCn1c2ccccc2c2ccccc21
DTXSID2020137	1	Nc1ccc(-c2ccc(N)cc2)cc1
DTXSID2020347	0	CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
DTXSID2020420	0	C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
DTXSID2020921	1	Nc1ccc2ccccc2c1
DTXSID2021105	0	O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DTXSID2021238	0	Oc1cccc(O)c1
DTXSID2021151	0	Oc1ccccc1-c1ccccc1
DTXSID2021864	0	Cc1ccc(O)c(C)c1
DTXSID2022123	0	C=CC(=O)OCCO
DTXSID2022254	1	CCOP(=S)(OCC)SCSC(C)(C)C
DTXSID2022462	0	Oc1cccc(-c2ccccc2)c1
DTXSID2022880	1	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
DTXSID2023309	0	COCCc1ccc(OCC(O)CNC(C)C)cc1
DTXSID2024086	0	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
DTXSID2024163	0	CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
DTXSID2024242	0	CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1
DTXSID2024793	0	COc1cc(Cl)c(OC)cc1Cl
DTXSID2026525	0	CC(C)(C)c1ccccc1O
DTXSID2027200	0	c1cc(-c2ccncc2)ccn1
DTXSID2027333	0	CCO[Si](CCCN)(OCC)OCC
DTXSID2029246	0	CCCCCCCC[Si](OCC)(OCC)OCC
DTXSID2032500	0	CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1
DTXSID2032552	0	CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1
DTXSID2032554	0	CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
DTXSID2032558	0	CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C
DTXSID2034465	0	CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1
DTXSID2034598	0	CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
DTXSID2036299	0	CCCCCCCCN(C)C
DTXSID2036588	0	CCCCCCCCCc1ccc(OCCO)cc1
DTXSID2037502	0	CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1
DTXSID2040363	0	CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1
DTXSID2040361	0	CNC(=S)[S-].O.O.O.[Na+]
DTXSID2041252	0	Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
DTXSID2041389	0	CC(=O)c1ccc2ccccc2c1
DTXSID2041200	0	CC(CN=Cc1ccccc1O)N=Cc1ccccc1O
DTXSID2043903	0	Oc1cc2ccccc2cc1O
DTXSID2047270	1	O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1
DTXSID2047301	0	CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1
DTXSID2047303	0	NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1
DTXSID2047278	0	CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1
DTXSID2047309	0	Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O
DTXSID2047359	0	O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2
DTXSID2047355	1	NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21
DTXSID2047727	0	CC=Cc1ccc(OCC)c(O)c1
DTXSID2051687	0	O=C(c1ccccc1)c1ccc(Cl)cc1
DTXSID3020093	0	COc1ccc(N)cc1.Cl
DTXSID3020122	0	COP(=S)(OC)SCn1nnc2ccccc2c1=O
DTXSID3020209	0	CCCCOC(=O)c1ccc(O)cc1
DTXSID3020257	0	Oc1ccccc1O
DTXSID3020625	0	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DTXSID3020621	0	CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
DTXSID3020881	0	CN(CCCC(=O)c1cccnc1)N=O
DTXSID3020916	0	Nc1cccc2c(N)cccc12
DTXSID3020966	0	O=C(O)c1ccc([N+](=O)[O-])cc1
DTXSID3021196	0	CC(C)Nc1nc(Cl)nc(NC(C)C)n1
DTXSID3021641	0	CCCCCCCCC(=O)O
DTXSID3022370	1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DTXSID3022405	1	COc1ccc(C(=O)c2ccccc2)c(O)c1
DTXSID3022409	0	O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID3023897	0	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID3023899	0	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
DTXSID3024154	0	CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
DTXSID3024104	0	c1ccc2c(c1)-c1cccc3cccc-2c13
DTXSID3024102	0	CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
DTXSID3024235	0	C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
DTXSID3024239	0	CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
DTXSID3024364	0	*C.Oc1ccccc1
DTXSID3024289	0	c1cc2ccc3cccc4ccc(c1)c2c34
DTXSID3025091	1	COc1cc(-c2ccc(N)c(OC)c2)ccc1N
DTXSID3025881	0	Nc1ccccc1N
DTXSID3026564	0	CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
DTXSID3029572	1	CC1COc2ccccc2N1C(=O)C(Cl)Cl
DTXSID3032416	0	CSc1nc(NC2CC2)nc(NC(C)(C)C)n1
DTXSID3032464	0	CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
DTXSID3032337	0	CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
DTXSID3032389	0	CC(C)=CCCC(C)=CCCC(C)=CCO
DTXSID3032547	0	CCOc1nc(C(Cl)(Cl)Cl)ns1
DTXSID3032549	0	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1
DTXSID3032591	0	CC1(C)C(=O)N(Cl)C(=O)N1Br
DTXSID3032626	1	CNC(=O)Oc1cc(C)c(SC)c(C)c1
DTXSID3032620	0	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1
DTXSID3032628	0	COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
DTXSID3034456	0	Cc1ccccc1CO[C@@H]1C[C@@]2(C(C)C)CC[C@]1(C)O2
DTXSID3034583	0	CCOC(=O)Cc1cccc2ccccc12
DTXSID3034872	0	Nc1cnn(-c2ccccc2)c(=O)c1Cl
DTXSID3036525	1	C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DTXSID3036496	0	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
DTXSID3034664	0	COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
DTXSID3037094	0	CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
DTXSID3037541	0	O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID3038939	0	NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3040722	1	OC1CCC(C2CCCCC2)CC1
DTXSID3041376	0	CCCCCCCCCCCCCN1CC(C)OC(C)C1
DTXSID3041794	0	CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12
DTXSID3041663	1	O=C(C=Cc1ccccc1)OCc1ccccc1
DTXSID3041661	0	N#Cc1ccccc1O
DTXSID3044338	1	OC(Cc1ccccc1Cl)(Cn1cncn1)C1(Cl)CC1
DTXSID3044203	0	CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl
DTXSID3047263	0	CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2
DTXSID3047342	0	COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl
DTXSID3047425	1	CCCCc1ccc(O)cc1
DTXSID3047267	0	Cc1nc(C)nc(N2C[C@@H](C)N(c3ccnc([C@@H](C)O)n3)[C@@H](C)C2)n1
DTXSID3047471	0	C=CC(C)(C)O
DTXSID3047429	0	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
DTXSID4020290	0	Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
DTXSID4020242	0	O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
DTXSID4020371	0	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
DTXSID4020458	0	CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
DTXSID4020379	0	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DTXSID4020402	0	Cc1ccc(N)cc1N
DTXSID4020791	0	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DTXSID4020959	0	Cc1ccc([N+](=O)[O-])cc1N
DTXSID4021131	0	c1ccc(Nc2ccc3ccccc3c2)cc1
DTXSID4021135	1	Oc1ccc2ccccc2c1N=Nc1ccccc1
DTXSID4021268	0	CCNc1nc(Cl)nc(NCC)n1
DTXSID4021185	0	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
DTXSID4021395	0	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
DTXSID4021391	0	*C.*C.*C.O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
DTXSID4021478	0	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
DTXSID4021559	0	CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
DTXSID4021717	0	Cc1cc(O)ccc1Cl
DTXSID4021975	0	c1ccc(Nc2ccccc2)cc1
DTXSID4021973	0	Nc1ccc([N+](=O)[O-])cc1Cl
DTXSID4022020	0	CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
DTXSID4022361	0	C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
DTXSID4022313	0	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
DTXSID4022448	0	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
DTXSID4022527	0	CCCOC(=O)c1ccc(O)cc1
DTXSID4022529	0	COC(=O)c1ccc(O)cc1
DTXSID4022367	1	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
DTXSID4024062	0	Cc1ccc(O)cc1C
DTXSID4024195	0	Cc1cc(Cl)ccc1OCC(=O)O
DTXSID4024272	0	CSc1nc(NC(C)C)nc(NC(C)C)n1
DTXSID4024270	1	CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
DTXSID4026214	0	O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
DTXSID4027236	0	Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-]
DTXSID4027494	0	Cc1cccc(N)c1N
DTXSID4027608	0	CCNc1nc(Cl)nc(NC(C)(C)C)n1
DTXSID4027789	0	COP(N)(=S)OC
DTXSID4029353	0	CC(=O)C1=C(C)[C@@H]2C[C@@]3(C1)[C@H](C)CC[C@H]3C2(C)C
DTXSID4032372	0	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
DTXSID4032405	0	CNC(=O)Oc1cccc(N=CN(C)C)c1.Cl
DTXSID4032532	0	CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl
DTXSID4032611	0	CCCSP(=O)(OCC)SCCC
DTXSID4032613	0	COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
DTXSID4032615	0	Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1
DTXSID4032667	0	CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
DTXSID4034150	0	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DTXSID4034497	0	CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
DTXSID4034601	0	CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1
DTXSID4034287	0	CCCCCCCC1CCC(=O)O1
DTXSID4034948	0	CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1
DTXSID4035708	0	*C.CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
DTXSID4034869	0	OC(Cc1ccccc1Cl)(Cn1nc[nH]c1=S)C1(Cl)CC1
DTXSID4036435	0	CCCCCCCCN1CCCC1=O
DTXSID4040268	0	CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C
DTXSID4040713	1	CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
DTXSID4042121	0	CC#Cc1cc(C)nc(Nc2ccccc2)n1
DTXSID4042171	0	CCCCCCCCCCCCN1CCOCC1
DTXSID4046448	1	O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2]
DTXSID4047254	1	CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1
DTXSID4047333	1	Cc1ncc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1
DTXSID4047337	0	CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1.[Na+]
DTXSID4047389	1	CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1.Cl
DTXSID4048519	0	CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21
DTXSID4052186	0	Oc1ccc(I)cc1
DTXSID5020154	0	Oc1ccc(Cl)cc1Cc1ccccc1
DTXSID5020233	0	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
DTXSID5020027	0	C=CC(N)=O
DTXSID5020443	0	CCCCOC(=O)COc1ccc(Cl)cc1Cl
DTXSID5020366	0	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
DTXSID5020283	0	Nc1ccc(Cl)cc1N
DTXSID5020576	1	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
DTXSID5020528	0	Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
DTXSID5020784	1	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
DTXSID5020819	1	COc1nn(CSP(=S)(OC)OC)c(=O)s1
DTXSID5020867	1	Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
DTXSID5020863	0	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O
DTXSID5020869	0	CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
