compound	response	smiles
DTXSID0034803	1	COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
DTXSID0037495	0	CCNc1nc(N)nc(Cl)n1
DTXSID0037730	0	O=C(O)c1cc(O)c2ccccc2c1O
DTXSID0038700	0	COc1cc([N+](=O)[O-])ccc1N
DTXSID0038881	0	O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1.[Na+]
DTXSID0038887	0	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
DTXSID0041274	0	O=C1C=CC(=O)N1c1ccccc1
DTXSID0041484	0	CC/C=C\CCOC(C)=O
DTXSID0041981	0	O=C(O)CF
DTXSID0041646	0	CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1/N=N/c1ccccc1.[Na+]
DTXSID0042379	0	CO[Si](C)(C)OC
DTXSID0042454	0	CCCCCCCCCCCCCC(=O)OCC(O)CO
DTXSID0044575	0	O=C(C(Cl)Cl)N1CCOC12CCCCC2
DTXSID0047246	0	CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
DTXSID0047248	0	Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2
DTXSID0047290	0	CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C
DTXSID0047296	1	O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21
DTXSID0047294	0	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
DTXSID0047533	0	CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1
DTXSID0047957	1	CCCCCCCCOC(=O)c1ccc(O)cc1
DTXSID0048189	0	CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
DTXSID0048505	0	Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2
DTXSID0048509	1	CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1
DTXSID0048507	0	Cl.Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21
DTXSID1020190	1	O=C1C(=C2Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
DTXSID1020069	1	Cc1cc(N=Nc2ccccc2C)ccc1N
DTXSID1020140	0	O=C([O-])c1ccccc1.[Na+]
DTXSID1020350	0	COc1ccc(C)cc1N
DTXSID1020352	1	O=NN([O-])c1ccccc1.[NH4+]
DTXSID1020221	1	CC(C)(C)c1ccc(O)cc1
DTXSID1020516	0	CN(C)N
DTXSID1020431	0	Clc1ccc(Cl)cc1
DTXSID1020510	0	Cc1c2ccccc2c(C)c2c1ccc1ccccc12
DTXSID1020699	1	CCCCCCc1ccc(O)cc1O
DTXSID1020560	1	O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID1020805	0	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
DTXSID1020932	0	O=C(O)c1cccnc1
DTXSID1020930	0	CN1CCC[C@H]1c1cccnc1
DTXSID1021087	0	O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
DTXSID1021160	1	Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
DTXSID1021322	0	CCN(CC)C(=S)SSC(=S)N(CC)CC
DTXSID1021403	0	COP(=O)(OC)OC
DTXSID1021409	0	O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
DTXSID1021455	0	O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+]
DTXSID1021798	0	c1ccc2ncccc2c1
DTXSID1021821	0	CCC(C)=NO
DTXSID1022421	0	COc1ccc2[nH]cc(CCNC(C)=O)c2c1
DTXSID1022508	1	CCCCCCCCCCCCc1ccc(O)cc1
DTXSID1024045	0	CCOS(=O)(=O)OCC
DTXSID1023998	1	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
DTXSID1023996	0	NC1CCCCC1
DTXSID1024176	0	C=C(C)C#N
DTXSID1024097	0	CCCCOCCO
DTXSID1024338	0	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
DTXSID1024598	1	O=C(OCc1ccccc1)c1ccccc1O
DTXSID1024621	0	COCCOCCOC
DTXSID1025300	0	CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
DTXSID1025306	0	CC=C1CC2C=CC1C2
DTXSID1025726	0	Nc1ccccc1[N+](=O)[O-]
DTXSID1025805	0	CCCCCCCCn1sccc1=O
DTXSID1026031	0	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID1025857	0	c1cnc2c(c1)ccc1cccnc12
DTXSID1026879	0	C1CCCNCC1
DTXSID1026792	0	Cc1cccc(N)c1
DTXSID1026665	0	N#Cc1cccnc1
DTXSID1027263	0	CCCCCOC(C)=O
DTXSID1027390	0	*O.O=S(=O)(O)c1ccccc1
DTXSID1027479	1	Cc1ccc(O)c(-n2nc3ccccc3n2)c1
DTXSID1027550	0	O=C([O-])CCl.[Na+]
DTXSID1027924	0	*C.*C.CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCC
DTXSID1027899	0	*C.*C.O=S(=O)([O-])c1ccccc1.[NH4+]
DTXSID1027926	1	*CCCCCCCCCCCC.Oc1ccccc1
DTXSID1029128	0	OCC1CCCO1
DTXSID1029170	0	CC(=O)C=C(C)C
DTXSID1029677	0	O=[Si]=O
DTXSID1032355	1	CC1(C)CON(Cc2ccccc2Cl)C1=O
DTXSID1032519	0	CSC(=O)c1cccc2nnsc12
DTXSID1032690	0	COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1
DTXSID1032640	0	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
DTXSID1033161	0	CNC(=O)ON=CC(C)(C)S(C)=O
DTXSID1032648	0	COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1032646	0	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID1033664	1	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
DTXSID1033371	0	OC1CCCC1
DTXSID1034503	0	CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1
DTXSID1035288	0	C/C=C/C=C/CCCCCCCO
DTXSID1034973	0	CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O
DTXSID1034929	0	Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
DTXSID1037303	0	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID1038298	0	Oc1ccc2ccc3cccc4ccc1c2c34
DTXSID1038321	0	O=C(O)c1cccc(Oc2ccccc2)c1
DTXSID1038666	0	CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
DTXSID1040110	0	CCOC(=O)CC
DTXSID1040112	0	CCCCCCC(=O)OCC
DTXSID1040792	0	Cc1ncc(CO)c(CO)c1O.Cl
DTXSID1041188	0	CC(=Cc1ccccc1)[N+](=O)[O-]
DTXSID1041265	0	CCCCCCCCC(CO)CCCCCC
DTXSID1041847	0	CCCCOC(=O)CCCCCCCCC(=O)OCCCC
DTXSID1041639	0	Cc1ccc(S(=O)(=O)[O-])c(C)c1.[Na+]
DTXSID1041978	0	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
DTXSID1044487	0	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-]
DTXSID1044564	0	CN(C)CCCN(C)CCCN(C)C
DTXSID1044643	0	C[N+](C)(C)CC1CO1.[Cl-]
DTXSID1046970	1	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
DTXSID1047362	0	CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N
DTXSID1047528	0	CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1
DTXSID1048174	0	Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O
DTXSID1048201	0	O=C(c1ccccc1)C1CCC1
DTXSID2020006	0	CC(=O)Nc1ccc(O)cc1
DTXSID2020137	0	Nc1ccc(-c2ccc(N)cc2)cc1
DTXSID2020212	0	Cc1ccc(O)c(C(C)(C)C)c1
DTXSID2020347	0	CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
DTXSID2020420	0	C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
DTXSID2020505	0	CN(C)CCO
DTXSID2020507	0	CN(C)c1ccccc1
DTXSID2020634	0	O=c1[nH]cc(F)c(=O)[nH]1
DTXSID2020688	0	ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
DTXSID2020921	0	Nc1ccc2ccccc2c1
DTXSID2020890	0	Cc1cc(=O)[nH]c(=S)[nH]1
DTXSID2021026	1	CCCCN(CCCC)N=O
DTXSID2021151	0	Oc1ccccc1-c1ccccc1
DTXSID2021600	0	CCCCCCC(=O)O
DTXSID2021575	0	CC(Cl)(Cl)C(=O)O
DTXSID2021739	0	CCCO
DTXSID2021735	1	CS(C)=O
DTXSID2021864	0	Cc1ccc(O)c(C)c1
DTXSID2021941	0	CCOCCOCCO
DTXSID2021943	0	CCCCCCCCCC(C)=O
DTXSID2022048	0	O=c1cc(-c2ccccc2)oc2ccccc12
DTXSID2021993	0	c1ccc2c(c1)oc1ccccc12
DTXSID2021995	0	CCN(CC)C(=O)c1cccc(C)c1
DTXSID2022331	0	CCC(C)c1ccccc1O
DTXSID2023193	0	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
DTXSID2023430	0	O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
DTXSID2023723	0	NC(CO)(CO)CO
DTXSID2024086	1	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
DTXSID2024664	0	CCCC=NO
DTXSID2024955	0	CC(C)(C)OOC(C)(C)C
DTXSID2025050	0	NCCNCCN
DTXSID2025216	0	*C=C.C=Cc1ccccc1
DTXSID2025395	0	C[Si](C)(C)N[Si](C)(C)C
DTXSID2025478	0	CC(=O)OC(C)C
DTXSID2025505	0	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
DTXSID2026446	0	CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
DTXSID2026523	0	O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
DTXSID2026602	0	CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
DTXSID2026529	0	Cc1ccc(C(C)(C)C)c(O)c1
DTXSID2026781	0	CC(C)CC(C)O
DTXSID2026943	0	OCC(CO)(CO)CO
DTXSID2026864	0	CCCCCCCC(=O)OC
DTXSID2026997	0	COc1ccc(C=O)cc1
DTXSID2027204	0	CN=C=S
DTXSID2027094	0	CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
DTXSID2027258	0	CC(C)OC=O
DTXSID2027593	0	Clc1ccc(C(Cl)(Cl)Cl)cc1
DTXSID2029298	0	CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
DTXSID2029612	0	C=C(C)C1CC=C(C)CC1
DTXSID2029246	0	CCCCCCCC[Si](OCC)(OCC)OCC
DTXSID2029874	0	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
DTXSID2032552	0	CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1
DTXSID2032550	0	Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1
DTXSID2032639	0	CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1
DTXSID2032637	0	CC1=NNC(=O)N(/N=C/c2cccnc2)C1
DTXSID2034625	0	CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F
DTXSID2034962	0	CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-]
DTXSID2036112	0	CCCCCCCCC=CCCCCCCCC1=NCCN1CCO
DTXSID2038788	0	O=C(O)C1CCC(C(=O)O)CC1
DTXSID2040363	0	CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1
DTXSID2041252	0	Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
DTXSID2041389	0	CC(=O)c1ccc2ccccc2c1
DTXSID2041125	0	[I-].[Na+]
DTXSID2042060	0	CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
DTXSID2042062	0	CCC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
DTXSID2042191	0	CNC(=S)NC
DTXSID2044713	0	Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccccc1C(F)(F)F.[Na+]
DTXSID2047270	0	O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1
DTXSID2047276	0	CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1
DTXSID2047305	0	CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N
DTXSID2047278	0	CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1
DTXSID2047309	0	Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O
DTXSID2047359	0	O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2
DTXSID3020093	0	COc1ccc(N)cc1.Cl
DTXSID3020091	0	Cl.Nc1ccccc1
DTXSID3020043	0	NC(=O)NC1NC(=O)NC1=O
DTXSID3020122	0	COP(=S)(OC)SCn1nnc2ccccc2c1=O
DTXSID3020205	1	CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
DTXSID3020209	1	CCCCOC(=O)c1ccc(O)cc1
DTXSID3020257	1	Oc1ccccc1O
DTXSID3020332	0	O=C(O)CC(O)(CC(=O)O)C(=O)O
DTXSID3020625	0	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DTXSID3020673	0	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
DTXSID3020887	0	Cc1ccc2ncccc2c1
DTXSID3020910	0	CS(=O)(=O)OCCCCOS(C)(=O)=O
DTXSID3020964	0	O=[N+]([O-])c1ccccc1
DTXSID3020966	0	O=C(O)c1ccc([N+](=O)[O-])cc1
DTXSID3021196	0	CC(C)Nc1nc(Cl)nc(NC(C)C)n1
DTXSID3021277	0	C/C=C/C=C/C(=O)O
DTXSID3021356	0	CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
DTXSID3021518	0	O=C(O)/C=C/C(=O)O
DTXSID3021641	0	CCCCCCCCC(=O)O
DTXSID3021643	1	CCCCCCCC=O
DTXSID3021645	0	CCCCCCCC(=O)O
DTXSID3021770	0	CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1
DTXSID3021936	0	N#CCCCCC#N
DTXSID3021980	0	CCCCCC(=O)OCC
DTXSID3021986	0	CCCCOP(=O)(OCCCC)OCCCC
DTXSID3022162	0	N#Cc1cc(Br)c(O)c(Br)c1
DTXSID3022320	1	C(=C(c1ccccc1)c1ccccc1)c1ccccc1
DTXSID3022370	1	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DTXSID3023556	0	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
DTXSID3023845	0	C1=Cc2cccc3cccc1c23
DTXSID3023899	0	CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
DTXSID3024102	0	CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
DTXSID3024316	0	CNC(=O)N(C)c1nnc(C(C)(C)C)s1
DTXSID3024289	0	c1cc2ccc3cccc4ccc(c1)c2c34
DTXSID3024368	0	CCOCCOCCOCCO
DTXSID3024657	0	OCCCBr
DTXSID3025122	0	COC(=O)CCCC(=O)OC
DTXSID3025049	0	COCCOCCO
DTXSID3025469	0	CC(C)CCO
DTXSID3026641	0	O=C(Cl)c1cccc(C(=O)Cl)c1
DTXSID3026564	0	CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
DTXSID3026514	0	O=C1NC(=O)c2ccccc21
DTXSID3026645	0	Cc1ccc(C(C)C)cc1
DTXSID3026647	0	O=C(O)c1ccc(O)cc1
DTXSID3026728	1	CC(C)=CCC/C(C)=C\CO
DTXSID3026691	0	CC(=O)OCC(COC(C)=O)OC(C)=O
DTXSID3029154	0	O=C1CCCC1
DTXSID3029653	0	N#C[S-].[NH4+]
DTXSID3032464	0	CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
DTXSID3032337	1	CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
DTXSID3032547	0	CCOc1nc(C(Cl)(Cl)Cl)ns1
DTXSID3032549	1	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1
DTXSID3034402	0	CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
DTXSID3034456	1	Cc1ccccc1CO[C@@H]1C[C@@]2(C(C)C)CC[C@]1(C)O2
DTXSID3034612	0	CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
DTXSID3034165	0	CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
DTXSID3034872	0	Nc1cnn(-c2ccccc2)c(=O)c1Cl
DTXSID3036286	0	CC(C)=CCCC(C)=CC#N
DTXSID3034618	0	CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl
DTXSID3034664	0	COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
DTXSID3037709	0	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID3041247	1	O=C(CC(=O)c1ccccc1)c1ccccc1
DTXSID3040776	1	O.O.O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
DTXSID3041530	0	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
DTXSID3041877	0	CC(=O)OC(C)(C)Cc1ccccc1
DTXSID3041790	0	CC(C)=CCCC(C)CC=O
DTXSID3041663	1	O=C(C=Cc1ccccc1)OCc1ccccc1
DTXSID3041661	0	N#Cc1ccccc1O
DTXSID3042130	0	c1ccc([Hg]c2ccccc2)cc1
DTXSID3042390	0	[Na+].[O-][n+]1ccccc1[S-]
DTXSID3042219	0	CCCc1ccccc1
DTXSID3044833	0	CCC(=O)OC(C)(C)C1CC=C(C)CC1
DTXSID3047138	0	CC(C)(C)c1ccccc1
DTXSID3047263	0	CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2
DTXSID3047342	0	COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl
DTXSID3047346	0	N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1
DTXSID3047425	1	CCCCc1ccc(O)cc1
DTXSID3047429	1	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
DTXSID3048522	0	CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F
DTXSID4020161	0	c1ccc(-c2ccccc2)cc1
DTXSID4020375	1	Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
DTXSID4020379	1	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DTXSID4020664	1	OCC(O)CCl
DTXSID4020666	0	OCC1CO1
DTXSID4020959	0	Cc1ccc([N+](=O)[O-])cc1N
DTXSID4020870	0	Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
DTXSID4021137	1	Nc1cccc(N)c1
DTXSID4021393	0	OCCOCCOCCO
DTXSID4021218	1	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
DTXSID4021395	0	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
DTXSID4021185	0	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
DTXSID4021553	0	CCCCCCCCCC=O
DTXSID4021894	0	OC1CCCCC1
DTXSID4022109	1	CCCCCCC1CCC(=O)O1
DTXSID4021842	0	ON=C1CCCCC1
DTXSID4021975	1	c1ccc(Nc2ccccc2)cc1
DTXSID4021848	0	CCNc1cccc(C)c1
DTXSID4022020	0	CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
DTXSID4022288	1	CCCCCCOc1ccc(N)cc1
DTXSID4022361	1	C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
DTXSID4022442	1	CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID4022525	1	CCCCC(CC)COC(=O)c1ccc(O)cc1
DTXSID4022367	0	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
DTXSID4023202	0	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
DTXSID4023541	0	Cc1ncc(CO)c(CO)c1O
DTXSID4024193	0	Cc1cc(Cl)ccc1OCCCC(=O)O
DTXSID4024018	0	COc1c(Cl)ccc(Cl)c1C(=O)O
DTXSID4024062	0	Cc1ccc(O)cc1C
DTXSID4024272	0	CSc1nc(NC(C)C)nc(NC(C)C)n1
DTXSID4024276	0	C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1
DTXSID4024359	0	Oc1cc(Cl)c(Cl)cc1Cl
DTXSID4024721	0	CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
DTXSID4024729	0	COC(=O)Nc1nc2ccccc2[nH]1
DTXSID4025080	0	CC(C)CC(=O)CC(C)C
DTXSID4026214	0	O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
DTXSID4026262	0	O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
DTXSID4026684	1	CCCCCCC(C=O)=Cc1ccccc1
DTXSID4026842	0	CCCCCCCCCC(=O)OC
