compound	response	smiles
DTXSID0020284	0	Nc1ccc(N)c(Cl)c1.O=S(=O)(O)O
DTXSID0020442	0	O=C(O)COc1ccc(Cl)cc1Cl
DTXSID0020440	0	CC(Oc1ccc(Cl)cc1Cl)C(=O)O
DTXSID0020498	0	COC(=O)c1ccc(C(=O)OC)cc1
DTXSID0020523	0	O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
DTXSID0020529	0	Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
DTXSID0020573	0	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
DTXSID0020604	0	C1CC2OC2CC1C1CO1
DTXSID0020606	0	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
DTXSID0020575	0	C=CCc1ccc(OC)cc1
DTXSID0020577	0	CCc1cc(C(N)=S)ccn1
DTXSID0020652	0	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
DTXSID0020654	0	CC(=O)OC/C=C(\C)CCC=C(C)C
DTXSID0020737	0	c1ccc2[nH]ccc2c1
DTXSID0020656	0	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
DTXSID0020814	0	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
DTXSID0021040	0	O=NN1CCCCCC1
DTXSID0020941	0	O=N[O-].[Na+]
DTXSID0021094	0	Nc1ccc(Oc2ccc(N)cc2)cc1
DTXSID0021123	0	CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
DTXSID0020943	0	COc1ccc([N+](=O)[O-])cc1N
DTXSID0021125	0	O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
DTXSID0021121	0	Cl.N=C(N)NC(=N)NCCc1ccccc1
DTXSID0021206	0	CC(O)CO
DTXSID0021254	0	C=CCc1ccc2c(c1)OCO2
DTXSID0021256	0	O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DTXSID0021339	0	S=P(N1CC1)(N1CC1)N1CC1
DTXSID0021331	0	O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
DTXSID0021333	0	CN(C)C(=S)SC(=S)N(C)C
DTXSID0021337	0	c1ccc2[nH]c(-c3cscn3)nc2c1
DTXSID0021385	0	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
DTXSID0021389	0	COP(=O)(OC)C(O)C(Cl)(Cl)Cl
DTXSID0021460	0	C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
DTXSID0021597	0	CCCCCCC=O
DTXSID0021414	0	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
DTXSID0021464	0	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
DTXSID0021757	0	C#CC1(O)CCCCC1
DTXSID0021543	0	CCCCCCCCCl
DTXSID0021626	0	CC(C)c1ccc(CO)cc1
DTXSID0021628	0	CC(=O)C=O
DTXSID0021759	0	CC(C)CO
DTXSID0021888	0	CCCC(C)=O
DTXSID0021915	0	CCOC(=O)CCCCCCCCC(=O)OCC
DTXSID0021834	0	O=[N+]([O-])c1ccc(O)cc1
DTXSID0021832	0	Cc1ccc(N(C)C)cc1
DTXSID0021836	0	O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
DTXSID0021965	0	Clc1ccc(Cl)c(Cl)c1
DTXSID0021961	0	O=C(c1ccccc1)c1ccccc1
DTXSID0021963	0	CCN(CC)c1ccc(C=O)cc1
DTXSID0021969	0	COc1cc(C=O)ccc1O
DTXSID0022305	0	C=Cc1ccc(C(C)(C)C)cc1
DTXSID0022307	0	*C=C.ClCc1ccccc1
DTXSID0022193	0	C=C(C)C(=O)OCc1ccccc1
DTXSID0022012	0	COc1cccc(O)c1
DTXSID0022301	0	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
DTXSID0022014	0	COc1ccc(OC)cc1
DTXSID0022353	0	Oc1ccc(-c2ccccc2)cc1Cl
DTXSID0022016	0	C1CN2CCN1CC2
DTXSID0022018	0	CCOP(=S)(OCC)SCCSCC
DTXSID0022062	0	CC(=O)C(C)C
DTXSID0022191	0	C=C(C)C(=O)OCC1CCCO1
DTXSID0022563	0	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
DTXSID00223797	0	C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0022480	0	CCc1cccc(O)c1
DTXSID0022436	0	CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID0022519	0	Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
DTXSID0023113	0	COc1ccccc1O
DTXSID0022777	0	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DTXSID0022933	0	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
DTXSID0023244	0	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DTXSID0023296	0	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
DTXSID0023371	0	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
DTXSID0023745	0	O=C[C@H](O)[C@@H](O)[C@H](O)CO
DTXSID0023377	0	CN1Cc2c(N)cccc2C(c2ccccc2)C1
DTXSID0023747	0	Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
DTXSID0023581	0	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
DTXSID0023826	0	CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
DTXSID0023878	0	c1ccc2cc3ccccc3cc2c1
DTXSID0023901	0	CC(C)N1C(=O)c2ccccc2NS1(=O)=O
DTXSID0023907	0	c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
DTXSID0023951	0	CC1=C(C(=O)Nc2ccccc2)SCCO1
DTXSID0024052	0	CC1=C(C)S(=O)(=O)CCS1(=O)=O
DTXSID0023955	0	CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1
DTXSID0024000	0	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
DTXSID0024266	0	CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1
DTXSID0024002	0	CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
DTXSID0024183	0	C=CC(=O)OC
DTXSID0024216	0	Clc1cccc(C(Cl)(Cl)Cl)n1
DTXSID0024345	0	COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1
DTXSID0024397	0	CC(=O)CC(=O)Nc1ccccc1
DTXSID0024399	0	CC(=O)C(C)O
DTXSID0024553	0	NC(=O)N=NC(N)=O
DTXSID0024761	0	Nc1cccc(Cl)c1
DTXSID0025361	0	C=C(C)C(=O)OCC1CO1
DTXSID0025363	0	O=C(O)CO
DTXSID0025234	0	O=C1OC2(c3ccccc31)c1cc(Br)c([O-])c(Br)c1Oc1c2cc(Br)c([O-])c1Br.[Na+].[Na+]
DTXSID0025101	0	CN(C)c1cccc(O)c1
DTXSID0025492	0	CCCCCCCCCCCCCl
DTXSID0024890	0	Cc1ccc(C(C)(C)O)cc1
DTXSID0025523	0	Cc1occc(=O)c1O
DTXSID0025737	0	O=C(O)c1cccc([N+](=O)[O-])c1
DTXSID0025527	0	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DTXSID0025812	0	CCCCCc1cc(O)cc(O)c1
DTXSID0025571	0	Cc1c(O)cccc1O
DTXSID0025789	0	O=[N+]([O-])C=Cc1ccccc1
DTXSID0025816	0	O=C(O)C(=O)O
DTXSID0025864	0	CCOc1ccc(N)cc1
DTXSID0025991	0	O=Nc1ccc(O)cc1
DTXSID0026171	0	*C.c1ccc2[nH]nnc2c1
DTXSID0026098	0	O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
DTXSID0026252	0	c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
DTXSID0026258	0	ClCCOP(OCCCl)OCCCl
DTXSID0026880	0	CC(=O)OCCOC(C)=O
DTXSID0026915	0	CCCCCCCCCCCO
DTXSID0026838	0	CCCCCCCCCCCCCC(=O)OC(C)C
DTXSID0027014	0	CCCCCCC(C)O
DTXSID0026913	0	CCCCCCCCCCCC
DTXSID0027191	0	C1=CCC=C1
DTXSID0026967	0	O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
DTXSID0027195	0	CCCCCCCCCCCCCCCC
DTXSID0027222	0	CC1=CCC(=C(C)C)CC1
DTXSID0027432	0	CN(C)CCC#N
DTXSID0027438	0	CCCCO[PH](=O)OCCCC
DTXSID0027270	0	CCCCCCCCCCCCCCCO
DTXSID0027561	0	COC(=O)CCSCCC(=O)OC
DTXSID0027301	0	NC1CCCCC1N
DTXSID0027640	0	O=C(O)CC(O)C(=O)O
DTXSID0027721	0	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
DTXSID0027771	0	CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1
DTXSID0027773	0	C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
DTXSID0027856	0	*C.*C.OCCOCCO
DTXSID0027806	0	O=C([O-])CNc1ccccc1.[K+]
DTXSID0027981	0	CC(C)(C)c1n[nH]c(=S)n(N)c1=O
DTXSID0027983	0	*C.*C.COCCOCCO
DTXSID0027852	0	*Cl.Cc1ccccc1
DTXSID0028038	0	CCCCNC(=O)OCC#CI
DTXSID0029210	0	CCCC[Sn](Cl)(Cl)Cl
DTXSID0028618	0	*C.*CC.*CC.*N.Nc1ccccc1
DTXSID0029133	0	CC(=O)c1ccc(O)cc1
DTXSID0029761	0	O.O.O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID0029262	0	CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID0029559	0	O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
DTXSID0030162	0	CC(=O)c1nccs1
DTXSID0032029	0	Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DTXSID0032314	0	CC1(C)COCN1
DTXSID0032316	0	Cc1cc(O)cc(C)c1Cl
DTXSID0032493	0	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID0032497	0	O=C(O)COc1nc(Cl)c(Cl)cc1Cl
DTXSID0032520	0	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
DTXSID0032578	0	CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
DTXSID0032601	0	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
DTXSID0032605	0	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1
DTXSID0032572	0	C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
DTXSID0032651	0	O=C(Nc1ccccc1)Nc1cnns1
DTXSID0032655	0	CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
DTXSID0034300	0	C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1
DTXSID0034229	0	CCCCCC1CCC(=O)O1
DTXSID0034192	0	C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
DTXSID0034227	0	CCC(C)OC(=O)N1CCCCC1CCO
DTXSID0034223	0	CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl
DTXSID0034518	0	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
DTXSID0034695	0	S=C([S-])NCCNC(=S)[S-].S=C([S-])NCCNC(=S)[S-].[Mn+2].[Zn+2]
DTXSID0034803	0	COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
DTXSID0034851	0	C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O
DTXSID0034930	0	CCOP(=O)(SC(C)CC)N1CCSC1=O
DTXSID0034936	0	COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1
DTXSID0034855	0	CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
DTXSID0035160	0	CC(=O)/C=C/C1C(C)=CCCC1(C)C
DTXSID0035748	0	Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
DTXSID0034722	0	Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1
DTXSID0034776	0	COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl
DTXSID0035790	0	COc1ccc([N+](=O)[O-])cc1[O-].[Na+]
DTXSID0036926	0	FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
DTXSID00379268	0	O=C(O)CCC(F)(F)C(F)(F)C(F)(F)F
DTXSID0037570	0	CNC(=O)N(C)c1nc2ccccc2s1
DTXSID00379884	0	FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1
DTXSID00379925	0	O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0037730	0	O=C(O)c1cc(O)c2ccccc2c1O
DTXSID00380798	0	OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO
DTXSID0037734	0	CCCCCCCCCCCCCCC(Br)C(=O)O
DTXSID0038700	0	COc1cc([N+](=O)[O-])ccc1N
DTXSID0038881	0	O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1.[Na+]
DTXSID0038756	0	O=Cc1ccc(F)cc1
DTXSID0039223	0	CNC(=O)ON=CC(C)(C)SC
DTXSID0038887	0	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
DTXSID0038839	0	N#Cc1cc([N+](=O)[O-])ccc1N
DTXSID0040127	0	Nc1cccc(N)n1
DTXSID0040701	0	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
DTXSID0040707	0	CCCCCc1ccc(N)cc1
DTXSID0040703	0	CC(C)(C)c1ccc(C(=O)O)cc1
DTXSID0040751	0	CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
DTXSID0037495	0	CCNc1nc(N)nc(Cl)n1
DTXSID0040674	0	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DTXSID0040755	0	CCOC(=O)[C@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
DTXSID0041274	0	O=C1C=CC(=O)N1c1ccccc1
DTXSID0041357	0	CCCCC/C=C\C=C\C(=O)OCC
DTXSID0041220	0	O=C1NC(=O)[C@@H]2CC=CC[C@H]12
DTXSID0041224	0	OCCCCC(O)CO
DTXSID0041141	0	CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
DTXSID0041197	0	CCCCCC/C=C\CCCCCCCC(=O)O
DTXSID0041270	0	CC(=O)OCCC(C)CC(C)(C)C
DTXSID0041359	0	Cc1cc(O)c(Cl)c(C)c1Cl
DTXSID0041436	0	CCC(C)(C)O
DTXSID0041484	0	CC/C=C\CCOC(C)=O
DTXSID0041513	0	[O-][n+]1ccc(Cl)cc1
DTXSID0041517	0	CC1=C(O)C(=O)C(C)O1
DTXSID0041519	0	CCCC(C)C(O)CC
DTXSID0041567	0	CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
DTXSID0041981	0	O=C(O)CF
DTXSID0041983	0	CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
DTXSID0041985	0	O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
DTXSID0041646	0	CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1/N=N/c1ccccc1.[Na+]
DTXSID0042086	0	CCCCCCCCCCCCN1CCCCCC1=O
DTXSID0042169	0	CCCCCCCCCCCCCOP(=O)(O)O
DTXSID0042038	0	CCCCCCCOC(=O)CCC
DTXSID0041692	0	COC(=O)CC(C(C)=O)C(=O)OC
DTXSID0042242	0	CCc1ccccc1N
DTXSID0042167	0	O=C([O-])c1ccccc1C(=O)O.[K+]
DTXSID0042248	0	c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1
DTXSID0042325	0	CCCc1ccc(OC)cc1
DTXSID0042400	0	CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID0042379	0	CO[Si](C)(C)OC
DTXSID0042406	0	COS(=O)(=O)[O-].[Na+]
DTXSID0042454	0	CCCCCCCCCCCCCC(=O)OCC(O)CO
DTXSID0044236	0	Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
DTXSID0044315	0	O.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12.[Na+].[Na+]
DTXSID0043765	0	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
DTXSID0044361	0	NNC(=O)CCCCC(=O)NN
DTXSID00442840	0	O=S(=O)(OCCOC(F)(F)F)C(F)(F)F
DTXSID0044363	0	CCCCCCCCCC(=O)OCC
DTXSID0044365	0	CC(C)(C)NC(N)=O
DTXSID0044367	0	CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
DTXSID0044490	0	COC(=O)c1sccc1S(N)(=O)=O
DTXSID0044494	0	O=C(Cc1ccccc1)OCCc1ccccc1
DTXSID0044369	0	CN(C)c1ccncc1
DTXSID0044440	0	CCC(C)c1cccc(C(C)CC)c1O
DTXSID0044446	0	C[N+](C)(C)CC(=O)O.[Cl-]
DTXSID0044496	0	CCCCCC1CCCC(=O)O1
DTXSID0044498	0	CC[N+](C)(CC)CC.[Cl-]
DTXSID0044604	0	C=COCC1CCC(COC=C)CC1
DTXSID0044573	0	CCC(C)(C)C1CCCCC1OC(C)=O
DTXSID0044527	0	O=C(CS)OCCOC(=O)CS
DTXSID0044658	0	N=C1NC(=N)c2ccccc21
DTXSID0044575	0	O=C(C(Cl)Cl)N1CCOC12CCCCC2
DTXSID0044577	0	[Br-].[Br-].[Ca+2]
DTXSID0044571	0	CC(C)c1cccc(O)c1
DTXSID0044860	0	Cc1cccc(N)n1
DTXSID0044862	0	O=C(O)CCCCCCCCCC(=O)O
DTXSID0044810	0	CCC(C)CCCC(C)(C)O
DTXSID0044812	0	COC(C)CCO
DTXSID0044816	0	CC(C)=CCC/C(C)=C\C#N
DTXSID0044818	0	CCCCCCC(CO)CCCC
DTXSID0044868	0	CC(=O)Nc1ccc(C)cc1C
DTXSID0044781	0	Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl
DTXSID0044993	0	CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
DTXSID0044997	0	CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID0044999	0	CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1
DTXSID0045254	0	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
DTXSID0046488	0	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
DTXSID0046567	0	CC(=O)Oc1ccc(C)cc1
DTXSID0047032	0	CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C
DTXSID0047034	0	CC/C=C\CC/C=C/C(OCC)OCC
DTXSID0047038	0	CCc1ccc(O)c(OC)c1
DTXSID0047163	0	CC(=O)c1ccc2c(c1)CCCC2
DTXSID0047080	0	CCc1ccc(C=O)cc1
DTXSID0047086	0	CCCCCC/C=C/C=O
DTXSID0047113	0	CC1(C)CCC[C@]2(C)[C@H]3CCO[C@]3(C)CC[C@@H]12
DTXSID0047082	0	CCC(C)c1nccnc1OC
DTXSID0047084	0	CC(=O)c1ccc[nH]1
DTXSID0047115	0	CC(C)=CCCC(C)=CC(=O)O
DTXSID0047161	0	CC(=O)CCc1ccc2c(c1)OCO2
DTXSID0047117	0	[Cl-].[Cl-].[Cl-].[Yb+3]
DTXSID0047088	0	CC1=C(CC=O)C(C)(C)CCC1
DTXSID0047111	0	C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
DTXSID0047165	0	Cc1ccc2c(c1)OCC(=O)CO2
DTXSID0047167	0	CNC(C)=O
DTXSID0047169	0	Cc1ccc(C=O)s1
DTXSID0047246	0	CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
DTXSID0047248	0	Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2
DTXSID0047290	0	CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C
DTXSID0047292	0	Cl.NCC1(Cc2noc(=O)[nH]2)CCCCC1
DTXSID0047325	0	Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1.Cl
DTXSID0047296	0	O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21
DTXSID0047371	0	NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
DTXSID0047294	0	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
DTXSID0047375	0	O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21
DTXSID0047327	0	CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
DTXSID0047400	0	COc1cc(C(C)C)ccc1C
DTXSID0047406	0	C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1
DTXSID0047408	0	COC(=O)CC(C)CCC=C(C)C
DTXSID0047377	0	CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl
DTXSID0047379	0	CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl
DTXSID0047454	0	CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1
DTXSID0047535	0	CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC
DTXSID0047456	0	O=C1OC(=O)C2C3C=CC(C3)C12
DTXSID0047537	0	CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
DTXSID0047539	0	O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1
DTXSID0047533	0	CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1
DTXSID0047581	0	CCCCCOC(=O)CCCCC
DTXSID0047583	0	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID0047585	0	CC/C=C\CCOC(=O)C(C)C
DTXSID0047587	0	CC/C=C\CCCCCO
DTXSID0047589	0	CCCCCc1cccc(=O)o1
DTXSID0047614	0	CC(C)=CCC/C(C)=C/COC=O
DTXSID0047741	0	c1ccc2c(c1)sc1ccccc12
DTXSID0047618	0	CC1CCC(=O)O1
DTXSID0047610	0	O=CCCc1ccccc1
DTXSID0047749	0	CC1CCCCC1
DTXSID0047957	0	CCCCCCCCOC(=O)c1ccc(O)cc1
