compound	response	smiles
DTXSID0024266	0	CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1
DTXSID0024638	0	Brc1ccccc1-c1ccccc1
DTXSID0025234	0	O=C1OC2(c3ccccc31)c1cc(Br)c([O-])c(Br)c1Oc1c2cc(Br)c([O-])c1Br.[Na+].[Na+]
DTXSID0025101	0	CN(C)c1cccc(O)c1
DTXSID0025737	0	O=C(O)c1cccc([N+](=O)[O-])c1
DTXSID0025812	0	CCCCCc1cc(O)cc(O)c1
DTXSID0025864	0	CCOc1ccc(N)cc1
DTXSID0026171	0	*C.c1ccc2[nH]nnc2c1
DTXSID0026098	0	O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
DTXSID0026838	0	CCCCCCCCCCCCCC(=O)OC(C)C
DTXSID0026252	0	c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
DTXSID0027014	0	CCCCCCC(C)O
DTXSID0026915	0	CCCCCCCCCCCO
DTXSID0027721	0	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
DTXSID0027771	0	CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1
DTXSID0027773	1	C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
DTXSID0028038	0	CCCCNC(=O)OCC#CI
DTXSID0029262	0	CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID0032029	0	Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DTXSID0032316	0	Cc1cc(O)cc(C)c1Cl
DTXSID0032493	0	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID0032497	0	O=C(O)COc1nc(Cl)c(Cl)cc1Cl
DTXSID0032520	0	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
DTXSID0032601	0	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
DTXSID0032651	0	O=C(Nc1ccccc1)Nc1cnns1
DTXSID0034192	1	C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O
DTXSID0034300	0	C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1
DTXSID0034518	0	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
DTXSID0034803	0	COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
DTXSID0037495	0	CCNc1nc(N)nc(Cl)n1
DTXSID0037522	0	CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
DTXSID0037730	0	O=C(O)c1cc(O)c2ccccc2c1O
DTXSID0038887	1	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
DTXSID0039223	0	CNC(=O)ON=CC(C)(C)SC
DTXSID0037734	0	CCCCCCCCCCCCCCC(Br)C(=O)O
DTXSID0040707	0	CCCCCc1ccc(N)cc1
DTXSID0037237	0	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
DTXSID0041274	0	O=C1C=CC(=O)N1c1ccccc1
DTXSID0041357	0	CCCCC/C=C\C=C\C(=O)OCC
DTXSID0041359	0	Cc1cc(O)c(Cl)c(C)c1Cl
DTXSID0041567	0	CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
DTXSID0041985	0	O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O
DTXSID0042086	0	CCCCCCCCCCCCN1CCCCCC1=O
DTXSID0042169	0	CCCCCCCCCCCCCOP(=O)(O)O
DTXSID0042084	0	CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
DTXSID0042248	0	c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1
DTXSID0042379	0	CO[Si](C)(C)OC
DTXSID0044367	0	CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
DTXSID0044525	0	CC(O)C(=O)O[Hg]c1ccccc1
DTXSID0044571	0	CC(C)c1cccc(O)c1
DTXSID0044860	0	Cc1cccc(N)n1
DTXSID0044862	0	O=C(O)CCCCCCCCCC(=O)O
DTXSID0044993	0	CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
DTXSID0046989	0	N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
DTXSID0047163	0	CC(=O)c1ccc2c(c1)CCCC2
DTXSID0047111	0	C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
DTXSID0047246	0	CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O.CS(=O)(=O)O
DTXSID0047290	0	CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C
DTXSID0047294	0	CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12
DTXSID0047371	0	NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
DTXSID0047325	0	Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1.Cl
DTXSID0047377	0	CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.Cl
DTXSID0047379	0	CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl
DTXSID0047533	0	CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1
DTXSID0047957	0	CCCCCCCCOC(=O)c1ccc(O)cc1
DTXSID0048185	0	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O
DTXSID0048189	0	CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
DTXSID0048183	0	O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1
DTXSID0048505	0	Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2
DTXSID0048509	0	CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1
DTXSID1020063	0	Nc1ccc([N+](=O)[O-])cc1O
DTXSID1020148	0	ClC(Cl)(Cl)c1ccccc1
DTXSID1020069	0	Cc1cc(N=Nc2ccccc2C)ccc1N
DTXSID1020142	0	Nc1nc(N)nc(-c2ccccc2)n1
DTXSID1020221	0	CC(C)(C)c1ccc(O)cc1
DTXSID1020223	0	CC1CC(=O)O1
DTXSID1020433	0	Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
DTXSID1020510	0	Cc1c2ccccc2c(C)c2c1ccc1ccccc12
DTXSID1020439	0	Oc1ccc(Cl)cc1Cl
DTXSID1020485	0	COc1cc(-c2ccc(N)c(OC)c2)ccc1N.Cl.Cl
DTXSID1020699	0	CCCCCCc1ccc(O)cc1O
DTXSID1020560	0	O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID1020770	0	O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
DTXSID1020855	0	COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
DTXSID1020807	0	Sc1nc2ccccc2s1
DTXSID1020930	0	CN1CCC[C@H]1c1cccnc1
DTXSID1021031	0	O=Nc1ccc(Nc2ccccc2)cc1
DTXSID1021243	1	CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-]
DTXSID1021247	0	Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1
DTXSID1021166	0	CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
DTXSID1021372	0	Nc1ccc(Oc2ccc(N)c(N)c2)cc1
DTXSID1021322	0	CCN(CC)C(=S)SSC(=S)N(CC)CC
DTXSID1021299	0	COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
DTXSID1021871	1	Oc1ccc(Cl)cc1
DTXSID1021790	0	O=[N+]([O-])c1ccccc1O
DTXSID1021956	0	CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
DTXSID1022053	0	Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
DTXSID1022217	0	COc1cc(OC)c(OC)cc1C=O
DTXSID1022479	0	CCc1ccccc1O
DTXSID1022508	0	CCCCCCCCCCCCc1ccc(O)cc1
DTXSID1022267	0	CNC(=O)ON=C(C)SC
DTXSID1022394	1	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
DTXSID1022396	0	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
DTXSID1023817	0	C(=NC1CCCCC1)=NC1CCCCC1
DTXSID1023869	0	CCNc1nc(NC(C)C)nc(SC)n1
DTXSID1023990	0	CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
DTXSID1023998	0	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
DTXSID1024091	0	CCCN(CCC)C(=O)SCC
DTXSID1024124	0	COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
DTXSID1025148	0	Cc1cc(C)cc(O)c1
DTXSID1025221	0	CC(C)C(C)(C)C(C)(C)C(C)(C)S
DTXSID1025017	0	CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
DTXSID1025560	0	COc1c2ccoc2cc2oc(=O)ccc12
DTXSID1025809	0	CCCCCCCC/C=C\CCCCCCCC(=O)O
DTXSID1025805	0	CCCCCCCCn1sccc1=O
DTXSID1025930	0	CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
DTXSID1026031	0	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID1026081	0	CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
DTXSID1025857	0	c1cnc2c(c1)ccc1cccnc12
DTXSID1026900	0	CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
DTXSID1027390	0	*O.O=S(=O)(O)c1ccccc1
DTXSID1027134	0	CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
DTXSID1027479	0	Cc1ccc(O)c(-n2nc3ccccc3n2)c1
DTXSID1027500	0	CCCOCCO
DTXSID1027429	0	OC1CCCCCCCCCCC1
DTXSID1027633	0	CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
DTXSID1027926	0	*CCCCCCCCCCCC.Oc1ccccc1
DTXSID1027635	0	CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C
DTXSID1029677	0	O=[Si]=O
DTXSID1032484	0	COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
DTXSID1032569	0	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
DTXSID1032640	0	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
DTXSID1032648	0	COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1032646	0	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID1032642	0	CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
DTXSID1033161	0	CNC(=O)ON=CC(C)(C)S(C)=O
DTXSID1033371	0	OC1CCCC1
DTXSID1033664	0	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
DTXSID1034187	1	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
DTXSID1034181	1	Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DTXSID1034212	0	CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
DTXSID1035783	0	COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C
DTXSID1036541	0	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DTXSID1038666	0	CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
DTXSID1040112	0	CCCCCCC(=O)OCC
DTXSID1040320	0	COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
DTXSID1040619	0	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
DTXSID1040372	0	Fc1ccc([C@@]2(Cn3cncn3)O[C@@H]2c2ccccc2Cl)cc1
DTXSID1040792	0	Cc1ncc(CO)c(CO)c1O.Cl
DTXSID1040742	0	C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
DTXSID1040611	0	COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DTXSID1041188	0	CC(=Cc1ccccc1)[N+](=O)[O-]
DTXSID1041502	0	Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C
DTXSID1041267	0	CCOCC(C)O
DTXSID1041681	0	O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1
DTXSID1041683	0	COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
DTXSID1041970	0	CC12CCC(C1)C(C)(C)C2O
DTXSID1041978	0	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
DTXSID1042154	0	CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1
DTXSID1042499	0	Cl[Bi](Cl)(c1ccccc1)(c1ccccc1)c1ccccc1
DTXSID1042441	0	CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C
DTXSID1044487	0	CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-]
DTXSID1044481	0	O=C1CCCCCN1SSN1CCCCCC1=O
DTXSID1044514	1	CCCCCCOC(=O)c1ccc(O)cc1
DTXSID1044697	0	C#CC(O)C(CC)CCCC
DTXSID1044936	0	C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
DTXSID1044851	0	C=CC(=O)OCC(O)COc1ccccc1
DTXSID1044982	0	CN(C1CCCCC1)S(=O)(=O)c1ccccc1N
DTXSID1046970	1	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
DTXSID1047102	0	CC(=O)O.CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C
DTXSID1047108	0	SC1CCCC1
DTXSID1047310	0	Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
DTXSID1047366	0	O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1
DTXSID1047447	0	NNC(=O)OCc1ccccc1
DTXSID1048209	0	CC(C)(C)C(=O)c1ccccc1
DTXSID2020137	0	Nc1ccc(-c2ccc(N)cc2)cc1
DTXSID2020212	0	Cc1ccc(O)c(C(C)(C)C)c1
DTXSID2020266	0	O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
DTXSID2020420	0	C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
DTXSID2020688	0	ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
DTXSID2020894	0	CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
DTXSID2021105	0	O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DTXSID2021151	0	Oc1ccccc1-c1ccccc1
DTXSID2021367	1	CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
DTXSID2021650	0	CC(=O)C(=O)O
DTXSID2021577	0	O=C(CCl)CCl
DTXSID2021575	0	CC(Cl)(Cl)C(=O)O
DTXSID2021735	0	CS(C)=O
DTXSID2021781	0	CCCCOC(=O)c1ccccc1C(=O)OCCCC
DTXSID2022048	0	O=c1cc(-c2ccccc2)oc2ccccc12
DTXSID2021995	0	CCN(CC)C(=O)c1cccc(C)c1
DTXSID2022123	0	C=CC(=O)OCCO
DTXSID2022381	1	CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
DTXSID2022127	1	Oc1ccc(Oc2ccccc2)cc1
DTXSID2022171	0	CCCCCCCCCCN
DTXSID2022678	0	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DTXSID2022880	0	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
DTXSID2023224	0	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
DTXSID2023430	0	O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
DTXSID2023016	0	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DTXSID2023723	0	NC(CO)(CO)CO
DTXSID2024086	0	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
DTXSID2023775	0	O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+]
DTXSID2023569	0	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
DTXSID2024585	0	c1ccc2c(c1)ccc1ncccc12
DTXSID2024242	0	CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1
DTXSID2024163	0	CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
DTXSID2024458	0	Nc1ccc2cc3ccccc3cc2c1
DTXSID2025395	0	C[Si](C)(C)N[Si](C)(C)C
DTXSID2025478	0	CC(=O)OC(C)C
DTXSID2025505	0	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
DTXSID2025680	0	CCCCC(CC)COC(=O)c1ccccc1C(=O)O
DTXSID2025842	0	C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
DTXSID2025892	0	c1ccc(Nc2cccc3ccccc23)cc1
DTXSID2026496	0	CC(=O)OC(C)(C)C1CC=C(C)CC1
DTXSID2026232	0	CCCC(=O)c1cc(O)c(O)cc1O
DTXSID2026523	0	O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
DTXSID2026943	0	OCC(CO)(CO)CO
DTXSID2026739	0	O=C(Cl)OCCOCCOC(=O)Cl
DTXSID2027204	0	CN=C=S
DTXSID2027466	0	O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
DTXSID2027206	0	CC(C)=CCO
DTXSID2029298	0	CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
DTXSID2029246	0	CCCCCCCC[Si](OCC)(OCC)OCC
DTXSID2029874	0	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
DTXSID2032348	0	O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1
DTXSID2032390	0	OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
DTXSID2032344	0	CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl
DTXSID2032550	0	Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1
DTXSID2032554	0	CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
DTXSID2032421	0	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
DTXSID2032558	0	CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C
DTXSID2032398	0	N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
DTXSID2033314	0	N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
DTXSID2034598	0	CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
DTXSID2034700	0	Cc1cc(Cl)ccc1OCC(=O)[O-].[Na+]
DTXSID2035481	0	CC(=O)CCc1ccc(OC(C)=O)cc1
DTXSID2036112	0	CCCCCCCCC=CCCCCCCCC1=NCCN1CCO
DTXSID2036588	0	CCCCCCCCCc1ccc(OCCO)cc1
DTXSID2037712	1	CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID2038732	0	CCOC(=O)CCC(=O)OCC
DTXSID2037714	0	CCCCCCCc1ccc(O)cc1
DTXSID2038788	0	O=C(O)C1CCC(C(=O)O)CC1
DTXSID2040363	0	CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1
DTXSID2041206	0	c1csc(-c2ccc(-c3cccs3)s2)c1
DTXSID2040787	0	CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
DTXSID2042276	0	CCOc1ccccc1O
DTXSID2041759	0	CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-]
DTXSID2041622	0	CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
DTXSID2042220	0	OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl
DTXSID2044395	0	CCCCCCCCCCCCBr
DTXSID2044391	0	CC(C)c1ccccc1O
DTXSID2044507	0	CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl
DTXSID2044844	0	CCCCCCCCOCCCN
DTXSID2044890	0	Oc1ccc(Cc2ccccc2O)cc1
DTXSID2045076	0	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
DTXSID2045072	0	O=S(=O)(O)c1cc(Cl)c(Cl)cc1Cl
DTXSID2044971	0	c1cc(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)ccc1OCC1CO1
DTXSID2045232	0	O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
DTXSID2047272	0	CS(=O)(=O)O.Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1
DTXSID2047191	0	C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1
DTXSID2047307	0	Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O
DTXSID2047357	0	CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1
DTXSID2047353	0	CN(C)C(=O)C1(N2CCCCC2)CCN(CC[C@@]2(c3ccc(Cl)c(Cl)c3)CN(C(=O)c3ccccc3)CCO2)CC1.Cl
DTXSID2047569	1	Oc1ccc2c(c1)Cc1ccccc1-2
DTXSID2048167	0	CC/C(=C\C(=N/O)C(N)=O)C(C)[N+](=O)[O-]
DTXSID3020043	0	NC(=O)NC1NC(=O)NC1=O
DTXSID3020122	0	COP(=S)(OC)SCn1nnc2ccccc2c1=O
DTXSID3020205	0	CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
DTXSID3020207	0	CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
DTXSID3020209	1	CCCCOC(=O)c1ccc(O)cc1
DTXSID3020257	0	Oc1ccccc1O
DTXSID3020415	0	BrCCBr
DTXSID3020465	1	CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
DTXSID3020704	0	NNc1nc(-c2ccc(N)cc2)cs1
DTXSID3020625	0	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DTXSID3020706	0	NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
