compound	response	smiles
DTXSID0020818	0	CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
DTXSID0020862	0	Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
DTXSID0020868	0	ClCCl
DTXSID0021040	0	O=NN1CCCCCC1
DTXSID0020943	0	COc1ccc([N+](=O)[O-])cc1N
DTXSID0021094	0	Nc1ccc(Oc2ccc(N)cc2)cc1
DTXSID0020941	0	O=N[O-].[Na+]
DTXSID0021123	0	CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
DTXSID0021096	0	c1ccc2sc(SN3CCOCC3)nc2c1
DTXSID0021121	1	Cl.N=C(N)NC(=N)NCCc1ccccc1
DTXSID0021125	0	O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
DTXSID0021206	0	CC(O)CO
DTXSID0021127	0	CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl
DTXSID0021129	0	S=C=Nc1ccccc1
DTXSID0021179	0	CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
DTXSID0021254	0	C=CCc1ccc2c(c1)OCO2
DTXSID0021256	0	O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
DTXSID0021258	0	Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.O.O.O
DTXSID0021339	0	S=P(N1CC1)(N1CC1)N1CC1
DTXSID0021381	0	CC(Cl)(Cl)Cl
DTXSID0021383	0	ClC=C(Cl)Cl
DTXSID0021337	0	c1ccc2[nH]c(-c3cscn3)nc2c1
DTXSID0021331	0	O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
DTXSID0021333	1	CN(C)C(=S)SC(=S)N(C)C
DTXSID0021385	1	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
DTXSID0021387	0	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
DTXSID0021389	0	COP(=O)(OC)C(O)C(Cl)(Cl)Cl
DTXSID0021597	0	CCCCCCC=O
DTXSID0021545	0	CC(Cl)C(=O)O
DTXSID0021460	1	C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
DTXSID0021547	0	CC(=O)CCl
DTXSID0021414	0	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
DTXSID0021418	0	NC(Cc1c[nH]c2ccccc12)C(=O)O
DTXSID0021410	0	Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O
DTXSID0021672	0	N#CC(Cl)(Cl)Cl
DTXSID0021462	0	CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
DTXSID0021709	0	NC(=O)c1ccccc1
DTXSID0021464	1	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
DTXSID0021751	0	OCC(F)(F)F
DTXSID0021543	0	CCCCCCCCCl
DTXSID0021599	0	CCCCCCC#N
DTXSID0021620	0	CC(C)CC#N
DTXSID0021626	0	CC(C)c1ccc(CO)cc1
DTXSID0021757	0	C#CC1(O)CCCCC1
DTXSID0021888	0	CCCC(C)=O
DTXSID0021759	0	CC(C)CO
DTXSID0021915	0	CCOC(=O)CCCCCCCCC(=O)OCC
DTXSID0021834	0	O=[N+]([O-])c1ccc(O)cc1
DTXSID0021886	0	CC(C)(C)CC(C)(C)N
DTXSID0021832	0	Cc1ccc(N(C)C)cc1
DTXSID0021965	0	Clc1ccc(Cl)c(Cl)c1
DTXSID0021961	0	O=C(c1ccccc1)c1ccccc1
DTXSID0021917	0	CCCCCC
DTXSID0021969	0	COc1cc(C=O)ccc1O
DTXSID0022305	0	C=Cc1ccc(C(C)(C)C)cc1
DTXSID0022193	0	C=C(C)C(=O)OCc1ccccc1
DTXSID0022010	0	CCCCCCCC/C=C\CCCCCCCCO
DTXSID0022307	0	*C=C.ClCc1ccccc1
DTXSID0022220	1	Oc1cc(Cl)c(Cl)c(Cl)c1Cl
DTXSID0022301	0	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
DTXSID0022353	0	Oc1ccc(-c2ccccc2)cc1Cl
DTXSID0022014	0	COc1ccc(OC)cc1
DTXSID0022016	0	C1CN2CCN1CC2
DTXSID0022018	0	CCOP(=S)(OCC)SCCSCC
DTXSID0022062	0	CC(=O)C(C)C
DTXSID0022640	0	C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
DTXSID0022191	0	C=C(C)C(=O)OCC1CCCO1
DTXSID0022644	0	CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
DTXSID0022060	0	O=Cc1ccccc1[N+](=O)[O-]
DTXSID0022563	0	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
DTXSID0022565	0	C=CCN1C(=O)C(CC(C)C)NC1=S
DTXSID0022569	0	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DTXSID0022432	0	c1ccc2c(c1)ccc1c3ccccc3ccc21
DTXSID0022519	0	Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
DTXSID0022436	0	CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID0022480	0	CCc1cccc(O)c1
DTXSID0023030	0	CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
DTXSID0023032	1	Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O
DTXSID0022935	0	NNc1nnc(NN)c2ccccc12
DTXSID0023036	0	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
DTXSID0023088	0	O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
DTXSID0023038	0	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
DTXSID0022690	0	O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
DTXSID0022692	0	Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
DTXSID0022721	1	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
DTXSID0022725	0	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DTXSID0022727	0	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
DTXSID0022858	0	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
DTXSID0022777	1	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DTXSID0022933	0	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
DTXSID0022800	0	NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
DTXSID0022808	1	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DTXSID0023084	0	CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
DTXSID0023113	0	COc1ccccc1O
DTXSID0023163	0	COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
DTXSID0023169	0	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DTXSID0023240	0	CNC1(C)C2CCC(C2)C1(C)C
DTXSID0023296	1	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
DTXSID0023298	0	CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
DTXSID0023323	0	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DTXSID0023325	0	CN1CCN2c3ncccc3Cc3ccccc3C2C1
DTXSID0023329	0	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
DTXSID0023371	1	COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
DTXSID0023244	0	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DTXSID0023292	0	CNC(C)Cc1ccccc1OC
DTXSID0023294	1	CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C
DTXSID0023589	0	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DTXSID0023612	0	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
DTXSID0023373	0	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
DTXSID0023743	0	CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1
DTXSID0023377	0	CN1Cc2c(N)cccc2C(c2ccccc2)C1
DTXSID0023745	0	O=C[C@H](O)[C@@H](O)[C@H](O)CO
DTXSID0023616	0	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
DTXSID0023618	0	O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
DTXSID0023533	0	NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
DTXSID0023458	0	CC(COc1ccccc1)N(CCCl)Cc1ccccc1
DTXSID0023660	0	CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
DTXSID0023747	0	Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
DTXSID0023749	0	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N
DTXSID0023581	0	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
DTXSID0023587	0	O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
DTXSID0023826	0	CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
DTXSID0023870	0	Nc1ccncc1
DTXSID0023878	0	c1ccc2cc3ccccc3cc2c1
DTXSID0023901	0	CC(C)N1C(=O)c2ccccc2NS1(=O)=O
DTXSID0023907	0	c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
DTXSID0023909	0	c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
DTXSID0023951	0	CC1=C(C(=O)Nc2ccccc2)SCCO1
DTXSID0024002	0	CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
DTXSID0024052	1	CC1=C(C)S(=O)(=O)CCS1(=O)=O
DTXSID0024000	0	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
DTXSID0024266	0	CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1
DTXSID0024341	0	*C.O=C=Nc1cccc(N=C=O)c1
DTXSID0024183	0	C=CC(=O)OC
DTXSID0024185	0	COC(=O)Cl
DTXSID0024216	0	Clc1cccc(C(Cl)(Cl)Cl)n1
DTXSID0024399	0	CC(=O)C(C)O
DTXSID0024470	0	Nc1nc2c(Cl)cccc2s1
DTXSID0024345	0	COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1
DTXSID0024395	0	CC(=O)OC(C)=O
DTXSID0024397	0	CC(=O)CC(=O)Nc1ccccc1
DTXSID0024474	0	Nc1cc(Cl)cc(S(=O)(=O)O)c1O
DTXSID0024478	0	Cc1cc2nc(N)sc2cc1C
DTXSID0024501	0	Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O
DTXSID0024503	0	Br.Nc1nc(-c2ccccc2)cs1.O
DTXSID0024505	0	Nc1ccccn1
DTXSID0024507	0	Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1
DTXSID0024509	0	Nc1nc(CC(=O)O)cs1
DTXSID0024553	0	NC(=O)N=NC(N)=O
DTXSID0024555	0	[O-][N+](=Nc1ccccc1)c1ccccc1
DTXSID0024559	0	Cl.Nc1ccc(N=Nc2ccccc2)c(N)c1
DTXSID0024638	0	Brc1ccccc1-c1ccccc1
DTXSID0024715	0	O=[Cd]
DTXSID0024761	0	Nc1cccc(Cl)c1
DTXSID0024971	0	O=Cc1ccc(Cl)c(Cl)c1
DTXSID0024977	0	O=C(O)c1ccc(Cl)cc1Cl
DTXSID0024979	0	O=C(O)c1c(Cl)cccc1Cl
DTXSID0025070	0	CC1=CC(C)(C)Nc2ccccc21
DTXSID0025361	0	C=C(C)C(=O)OCC1CO1
DTXSID0025363	0	O=C(O)CO
DTXSID0025367	0	Nc1nnc(N)[nH]1
DTXSID0025234	0	O=C1OC2(c3ccccc31)c1cc(Br)c([O-])c(Br)c1Oc1c2cc(Br)c([O-])c1Br.[Na+].[Na+]
DTXSID0025286	0	COCCOC
DTXSID0025315	0	CCN(Cc1ccccc1)c1ccccc1
DTXSID0025074	0	O=C(O)c1ccc(O)cc1O
DTXSID0025076	1	O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21
DTXSID0025078	0	Cc1cc(=O)oc2cc(O)cc(O)c12
DTXSID0025101	0	CN(C)c1cccc(O)c1
DTXSID0025440	0	NCCCNCCCN
DTXSID0024890	0	Cc1ccc(C(C)(C)O)cc1
DTXSID0025492	0	CCCCCCCCCCCCCl
DTXSID0024896	0	C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl
DTXSID0025494	0	CCCCCCCCCCCCOCC1CO1
DTXSID0024921	0	NC1CCC(CC2CCC(N)CC2)CC1
DTXSID0024923	0	N#C/C(N)=C(/N)C#N
DTXSID0025654	0	Cc1ccc2ccc3cccc4ccc1c2c34
DTXSID0025523	0	Cc1occc(=O)c1O
DTXSID0025733	0	NC(=O)c1ccccc1[N+](=O)[O-]
DTXSID0025737	0	O=C(O)c1cccc([N+](=O)[O-])c1
DTXSID0025812	0	CCCCCc1cc(O)cc(O)c1
DTXSID0025527	0	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DTXSID0025577	0	CC=C(C)C#N
DTXSID0025571	0	Cc1c(O)cccc1O
DTXSID0025814	0	O=C(O)c1cc(O)nc(O)n1
DTXSID0025789	0	O=[N+]([O-])C=Cc1ccccc1
DTXSID0025600	1	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.O.O.[Cl-]
DTXSID0025604	0	CCOC(C)(C)C
DTXSID0025818	0	CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
DTXSID0025816	0	O=C(O)C(=O)O
DTXSID0025862	0	CCOc1cccc(N)c1
DTXSID0026125	0	CC(C)(C#N)C(C)(C)C#N
DTXSID0026040	1	CCCN(CCC)C(=O)CN.Cl
DTXSID0026044	0	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
DTXSID0025864	0	CCOc1ccc(N)cc1
DTXSID0025866	0	C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1.O=C([O-])/C=C\C(=O)[O-]
DTXSID0026098	0	O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
DTXSID0025991	0	O=Nc1ccc(O)cc1
DTXSID0025997	0	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
DTXSID0026171	0	*C.c1ccc2[nH]nnc2c1
DTXSID0026173	0	CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O
DTXSID0026175	0	C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
DTXSID0026202	0	O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl
DTXSID0026204	0	O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl
DTXSID0026208	1	Oc1cc(Cl)cc(Cl)c1Cl
DTXSID0026880	0	CC(=O)OCCOC(C)=O
DTXSID0026252	0	c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
DTXSID0026258	0	ClCCOP(OCCCl)OCCCl
DTXSID0026882	0	CCCCCCCC
DTXSID0026676	0	O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
DTXSID0026701	0	Cc1ccc(S(=O)(=O)O)cc1
DTXSID0026339	0	Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
DTXSID0026418	0	CC(C)(C)S
DTXSID0026913	0	CCCCCCCCCCCC
DTXSID0026830	0	CC(C)(O)CCC(C)(C)O
DTXSID0026888	0	C1=CCCC=CCC1
DTXSID0026838	0	CCCCCCCCCCCCCC(=O)OC(C)C
DTXSID0026547	0	Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1
DTXSID0026549	0	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DTXSID0027066	0	CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]
DTXSID0027191	0	C1=CCC=C1
DTXSID0026915	0	CCCCCCCCCCCO
DTXSID0026967	0	O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
DTXSID0027195	0	CCCCCCCCCCCCCCCC
DTXSID0026961	0	Cc1ccc(O)c([N+](=O)[O-])c1
DTXSID0027143	0	O=C=Nc1cccc(C(F)(F)F)c1
DTXSID0027197	0	COC(=O)C(C)O
DTXSID0027014	0	CCCCCCC(C)O
DTXSID0027149	0	N#CCC(=O)O
DTXSID0027438	0	CCCCO[PH](=O)OCCCC
DTXSID0027432	0	CN(C)CCC#N
DTXSID0027486	0	COP(=S)(Cl)OC
DTXSID0027513	0	C=CS(=O)(=O)[O-].[Na+]
DTXSID0027515	0	C1=CCC2CC=CC2C1
DTXSID0027436	0	OP(O)c1ccccc1
DTXSID0027270	0	CCCCCCCCCCCCCCCO
DTXSID0027301	0	NC1CCCCC1N
DTXSID0027222	0	CC1=CCC(=C(C)C)CC1
DTXSID0027228	0	C=CCCC#N
DTXSID0027561	0	COC(=O)CCSCCC(=O)OC
DTXSID0027565	0	CC(=O)O[Si](C)(OC(C)=O)OC(C)=O
DTXSID0027567	0	CC(C)(CCl)C(=O)Cl
DTXSID0027309	0	CCOCCC(=O)OCC
DTXSID0027640	0	O=C(O)CC(O)C(=O)O
DTXSID0027721	0	CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
DTXSID0027771	1	CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1
DTXSID0027773	1	C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
DTXSID0027802	0	CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1
DTXSID0028030	0	CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
DTXSID0027804	0	CC(C)(N)C#N
DTXSID0027981	0	CC(C)(C)c1n[nH]c(=S)n(N)c1=O
DTXSID0027856	0	*C.*C.OCCOCCO
DTXSID0028038	1	CCCCNC(=O)OCC#CI
DTXSID0027806	0	O=C([O-])CNc1ccccc1.[K+]
DTXSID0027983	0	*C.*C.COCCOCCO
DTXSID0027852	0	*Cl.Cc1ccccc1
DTXSID0027858	0	*C(C)C.CC(C)c1ccccc1
DTXSID0027933	0	*C.*C.CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC
DTXSID0029218	0	CCc1ccc(Br)cc1
DTXSID0029260	0	O=C1NCCN1CCO
DTXSID0029133	0	CC(=O)c1ccc(O)cc1
DTXSID0029187	0	Cc1ccc2cc(C)ccc2c1
DTXSID0029189	0	N=C(N)N.N=C(N)N.O=C(O)O
DTXSID0029210	0	CCCC[Sn](Cl)(Cl)Cl
DTXSID0029688	0	O=S(=O)([O-])[O-].[Fe+2]
DTXSID0029761	0	O.O.O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID0029262	0	CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID0030162	0	CC(=O)c1nccs1
DTXSID0029559	0	O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
DTXSID0030588	0	CNCC(O)c1ccc(O)cc1
DTXSID0032029	0	Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DTXSID0032077	0	O=[Se]([O-])[O-].[Na+].[Na+]
DTXSID0032316	0	Cc1cc(O)cc(C)c1Cl
DTXSID0032493	0	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID0032497	0	O=C(O)COc1nc(Cl)c(Cl)cc1Cl
DTXSID0032520	1	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
DTXSID0032601	0	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
DTXSID0032572	1	C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
DTXSID0032578	0	CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
DTXSID0032605	0	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1
DTXSID0032811	0	CCC(C)(C)C(=O)O
DTXSID0032651	1	O=C(Nc1ccccc1)Nc1cnns1
DTXSID0032813	0	CCC(O)C(C)(C)C
DTXSID0032869	0	O=[N+]([O-])c1ccc(F)cc1F
DTXSID0032998	0	O=C(O)CCSSCCC(=O)O
DTXSID0032655	1	CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
DTXSID0033047	0	CSc1ccc(C=O)cc1
DTXSID0033332	0	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O
