compound	response	smiles
DTXSID1024621	0	COCCOCCOC
DTXSID1025148	0	Cc1cc(C)cc(O)c1
DTXSID1025017	1	CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
DTXSID1025271	0	CCNc1ccccc1
DTXSID1025300	0	CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
DTXSID1025306	0	CC=C1CC2C=CC1C2
DTXSID1025726	0	Nc1ccccc1[N+](=O)[O-]
DTXSID1025805	1	CCCCCCCCn1sccc1=O
DTXSID1026035	0	[Na+].[S-]c1nc2ccccc2s1
DTXSID1026033	0	CCCCC(CC)COS(=O)(=O)[O-].[Na+]
DTXSID1026031	0	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID1026118	0	c1ccc2c(c1)CCCC2
DTXSID1026164	0	Cc1ccccc1N
DTXSID1026081	1	CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
DTXSID1025809	0	CCCCCCCC/C=C\CCCCCCCC(=O)O
DTXSID1025857	0	c1cnc2c(c1)ccc1cccnc12
DTXSID1026241	1	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
DTXSID1026792	0	Cc1cccc(N)c1
DTXSID1026665	0	N#Cc1cccnc1
DTXSID1026879	0	C1CCCNCC1
DTXSID1026900	1	CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
DTXSID1027134	0	CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
DTXSID1027184	0	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
DTXSID1026904	0	CCCCOCCOC(C)=O
DTXSID1026906	0	CCCCCCCCCCCCN(C)C
DTXSID1027390	0	*O.O=S(=O)(O)c1ccccc1
DTXSID1026908	0	CCCCCCOCCO
DTXSID1027429	0	OC1CCCCCCCCCCC1
DTXSID1027263	0	CCCCCOC(C)=O
DTXSID1027479	0	Cc1ccc(O)c(-n2nc3ccccc3n2)c1
DTXSID1027500	0	CCCOCCO
DTXSID1027550	0	O=C([O-])CCl.[Na+]
DTXSID1027633	0	CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
DTXSID1027926	1	*CCCCCCCCCCCC.Oc1ccccc1
DTXSID1027924	0	*C.*C.CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCC
DTXSID1027899	0	*C.*C.O=S(=O)([O-])c1ccccc1.[NH4+]
DTXSID1027635	0	CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C
DTXSID1027920	0	CCCCN(CCCC)CCCCCCN(CCCC)CCCC
DTXSID1029124	0	Cc1cc(C)c(C)cc1C
DTXSID1029128	0	OCC1CCCO1
DTXSID1029170	0	CC(=O)C=C(C)C
DTXSID1029677	0	O=[Si]=O
DTXSID1032303	0	CCCC/C=C\CCCCCCCCCC=O
DTXSID1030606	0	CC1=CC(=O)[N-]S(=O)(=O)O1.[K+]
DTXSID1032355	0	CC1(C)CON(Cc2ccccc2Cl)C1=O
DTXSID1032309	0	CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
DTXSID1032511	0	CCN1CN(CC)CN(CC)C1
DTXSID1032513	0	Cc1cc(C)n(CO)n1
DTXSID1032519	1	CSC(=O)c1cccc2nnsc12
DTXSID1032359	0	Cc1cc(C2CC2)nc(Nc2ccccc2)n1
DTXSID1032482	1	CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C
DTXSID1032484	0	COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
DTXSID1032488	0	COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C
DTXSID1032569	0	Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
DTXSID1032640	0	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
DTXSID1032690	0	COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1
DTXSID1032646	0	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID1032648	1	COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1033161	0	CNC(=O)ON=CC(C)(C)S(C)=O
DTXSID1033371	0	OC1CCCC1
DTXSID1033664	1	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
DTXSID1034187	1	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
DTXSID1034503	1	CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1
DTXSID1034181	1	Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DTXSID1034634	0	O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
DTXSID1034260	0	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
DTXSID1034210	1	CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
DTXSID1034212	0	CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
DTXSID1035288	1	C/C=C/C=C/CCCCCCCO
DTXSID1034929	0	Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
DTXSID1034973	0	CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O
DTXSID1037303	0	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID1037565	0	Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1
DTXSID1038298	1	Oc1ccc2ccc3cccc4ccc1c2c34
DTXSID1038321	0	O=C(O)c1cccc(Oc2ccccc2)c1
DTXSID1038795	0	C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
DTXSID1038666	1	CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
DTXSID1040110	0	CCOC(=O)CC
DTXSID1040112	0	CCCCCCC(=O)OCC
DTXSID1040372	1	Fc1ccc([C@@]2(Cn3cncn3)O[C@@H]2c2ccccc2Cl)cc1
DTXSID1040611	1	COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DTXSID1040742	0	C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
