compound	response
DTXSID1034212	1
DTXSID1034769	0
DTXSID1034929	1
DTXSID1034973	0
DTXSID1038743	0
DTXSID1038298	1
DTXSID1040372	1
DTXSID1040794	0
DTXSID1040742	0
DTXSID1041502	0
DTXSID1041978	0
DTXSID1043910	0
DTXSID1046970	1
DTXSID1047283	1
DTXSID1047289	0
DTXSID1047362	1
DTXSID1047366	1
DTXSID1047312	0
DTXSID1048172	1
DTXSID1048174	1
DTXSID1048178	1
DTXSID1052585	1
DTXSID2020137	1
DTXSID2020347	0
DTXSID2020420	0
DTXSID2020921	1
DTXSID2021105	0
DTXSID2021151	0
DTXSID2021238	0
DTXSID2021864	0
DTXSID2022123	1
DTXSID2022254	1
DTXSID2022462	0
DTXSID2022880	1
DTXSID2023309	1
DTXSID2024086	1
DTXSID2024242	0
DTXSID2024163	1
DTXSID2024793	0
DTXSID2026525	0
DTXSID2027200	0
DTXSID2027333	0
DTXSID2029246	0
DTXSID2032552	0
DTXSID2032554	0
DTXSID2032500	1
DTXSID2032558	1
DTXSID2034465	0
DTXSID2034598	0
DTXSID2036299	0
DTXSID2036588	0
DTXSID2037502	1
DTXSID2040363	0
DTXSID2040361	0
DTXSID2041252	0
DTXSID2041389	0
DTXSID2041200	1
DTXSID2043903	0
DTXSID2047270	1
DTXSID2047301	0
DTXSID2047303	0
DTXSID2047309	1
DTXSID2047278	0
DTXSID2047355	0
DTXSID2047359	1
DTXSID2047727	0
DTXSID2051687	0
DTXSID3020093	0
DTXSID3020122	0
DTXSID3020209	0
DTXSID3020257	0
DTXSID3020625	0
DTXSID3020621	0
DTXSID3020881	0
DTXSID3020916	0
DTXSID3020966	0
DTXSID3021196	0
DTXSID3021641	0
DTXSID3022370	0
DTXSID3022405	1
DTXSID3022409	1
DTXSID3023897	1
DTXSID3023899	0
DTXSID3024104	1
DTXSID3024154	1
DTXSID3024239	0
DTXSID3024102	1
DTXSID3024235	0
DTXSID3024289	1
DTXSID3024364	0
DTXSID3025091	1
DTXSID3025881	0
DTXSID3026564	0
DTXSID3029572	1
DTXSID3032416	0
DTXSID3032464	0
DTXSID3032337	1
DTXSID3032389	1
DTXSID3032547	0
DTXSID3032591	0
DTXSID3032549	0
DTXSID3032620	0
DTXSID3032626	1
DTXSID3032628	0
DTXSID3034583	1
DTXSID3034456	1
DTXSID3034664	0
DTXSID3034872	0
DTXSID3036496	0
DTXSID3036525	1
DTXSID3037094	0
DTXSID3037541	1
DTXSID3038939	0
DTXSID3041376	0
DTXSID3040722	1
DTXSID3041663	1
DTXSID3041794	0
DTXSID3041661	0
DTXSID3044203	0
DTXSID3044338	1
DTXSID3047263	0
DTXSID3047267	0
DTXSID3047342	0
DTXSID3047425	0
DTXSID3047471	0
DTXSID3047429	1
DTXSID4020290	0
DTXSID4020242	0
DTXSID4020371	0
DTXSID4020379	1
DTXSID4020458	1
DTXSID4020402	0
DTXSID4020791	0
DTXSID4020959	0
DTXSID4021131	0
DTXSID4021135	0
DTXSID4021185	0
DTXSID4021268	0
DTXSID4021391	0
DTXSID4021395	0
DTXSID4021478	1
DTXSID4021559	0
DTXSID4021717	0
DTXSID4021973	0
DTXSID4021975	0
DTXSID4022020	0
DTXSID4022313	0
DTXSID4022361	1
DTXSID4022367	1
DTXSID4022448	0
DTXSID4022529	0
DTXSID4022527	0
DTXSID4024062	0
DTXSID4024270	1
DTXSID4024195	0
DTXSID4024272	0
DTXSID4026214	0
DTXSID4027236	0
DTXSID4027494	0
DTXSID4027789	0
DTXSID4027608	0
DTXSID4029353	0
DTXSID4032372	0
DTXSID4032405	0
DTXSID4032611	0
DTXSID4032532	1
DTXSID4032613	0
DTXSID4032615	0
DTXSID4034497	0
DTXSID4032667	0
DTXSID4034150	1
DTXSID4034287	0
DTXSID4034601	1
DTXSID4035708	0
DTXSID4034948	0
DTXSID4034869	0
DTXSID4036435	0
DTXSID4040268	0
DTXSID4040713	1
DTXSID4042121	1
DTXSID4042171	1
DTXSID4046448	1
DTXSID4047254	0
DTXSID4047333	0
DTXSID4047337	0
DTXSID4047389	1
DTXSID4048519	0
DTXSID4052186	0
DTXSID5020027	0
DTXSID5020154	1
DTXSID5020233	1
DTXSID5020283	0
DTXSID5020443	0
DTXSID5020366	0
DTXSID5020528	0
DTXSID5020576	0
DTXSID5020784	1
DTXSID5020819	1
DTXSID5020867	1
DTXSID5020863	0
DTXSID5020869	0
DTXSID5021097	0
DTXSID5021126	1
DTXSID5021386	0
DTXSID5021411	0
DTXSID5021758	0
DTXSID5021910	0
DTXSID5022308	1
DTXSID5022437	1
DTXSID5022439	0
DTXSID5022510	0
DTXSID5023322	0
DTXSID5023900	0
DTXSID5023825	0
DTXSID5023902	1
DTXSID5024059	1
DTXSID5024211	1
DTXSID5024261	0
DTXSID5024845	0
DTXSID5024687	1
DTXSID5024891	0
DTXSID5026706	1
DTXSID5027061	1
DTXSID5032365	0
DTXSID5032498	0
DTXSID5031131	0
DTXSID5032361	1
DTXSID5032442	0
DTXSID5032577	0
DTXSID5032654	1
DTXSID5034773	0
DTXSID5035957	0
DTXSID5037498	1
DTXSID5037494	0
DTXSID5041514	0
DTXSID5041512	0
DTXSID5041691	0
DTXSID5044605	0
DTXSID5047299	1
DTXSID5047291	0
DTXSID5047328	0
DTXSID5047322	0
DTXSID5047374	1
DTXSID5049073	1
DTXSID5051575	0
DTXSID5051650	1
DTXSID5051525	0
DTXSID5052042	0
DTXSID6020068	0
DTXSID6020561	1
DTXSID6020511	0
DTXSID6020939	0
DTXSID6021086	0
DTXSID6021244	0
DTXSID6021450	1
DTXSID6021824	0
DTXSID6021959	0
DTXSID6022341	0
DTXSID6022391	0
DTXSID6022345	0
DTXSID6022422	1
DTXSID6022474	0
DTXSID6023999	0
DTXSID6024046	0
DTXSID6023810	0
DTXSID6024175	0
DTXSID6024204	0
DTXSID6024206	0
DTXSID6024254	1
DTXSID6024460	1
DTXSID6024337	0
DTXSID6024836	0
DTXSID6024882	0
DTXSID6025018	0
DTXSID6025068	0
DTXSID6025648	0
DTXSID6026797	0
DTXSID6027050	0
DTXSID6027345	1
DTXSID6028022	1
DTXSID6027921	0
DTXSID6029171	0
DTXSID6032352	0
DTXSID6032192	0
DTXSID6032354	0
DTXSID6032356	0
DTXSID6032562	0
DTXSID6034186	1
DTXSID6034928	0
DTXSID6034392	0
DTXSID6038827	0
DTXSID6037564	0
DTXSID6040747	1
DTXSID6041422	0
DTXSID6041397	0
DTXSID6041503	0
DTXSID6043709	0
DTXSID6043915	1
DTXSID6044430	1
DTXSID6047282	0
DTXSID6047311	1
DTXSID6047363	1
DTXSID6047525	1
DTXSID6048171	0
DTXSID6048175	0
DTXSID6052112	0
DTXSID6051560	0
DTXSID6052619	1
DTXSID7020182	1
DTXSID7020479	0
DTXSID7020687	0
DTXSID7020716	0
DTXSID7020766	0
DTXSID7020764	0
DTXSID7020710	0
DTXSID7020970	0
DTXSID7021152	1
DTXSID7021100	0
DTXSID7021239	0
DTXSID7021815	1
DTXSID7021869	0
DTXSID7021940	0
DTXSID7021948	0
DTXSID7022413	1
DTXSID7022332	0
DTXSID7022174	0
DTXSID7024299	0
DTXSID7024160	0
DTXSID7024241	0
DTXSID7025003	0
DTXSID7024538	1
DTXSID7025895	1
DTXSID7026156	0
DTXSID7027041	0
DTXSID7027461	1
DTXSID7027756	1
DTXSID7029320	1
DTXSID7029871	1
DTXSID7029879	1
DTXSID7031458	0
DTXSID7032553	1
DTXSID7032470	1
DTXSID7032555	0
DTXSID7032630	0
DTXSID7034250	0
DTXSID7032688	0
DTXSID7034545	0
DTXSID7034624	0
DTXSID7034676	0
DTXSID7034961	0
DTXSID7040362	0
DTXSID7041097	0
DTXSID7041544	0
DTXSID7041623	0
DTXSID7041629	0
DTXSID7042190	1
DTXSID7042356	0
DTXSID7044718	0
DTXSID7047306	1
DTXSID7047358	0
DTXSID7047433	1
DTXSID7051557	0
DTXSID7052571	0
DTXSID8020123	0
DTXSID8020337	1
DTXSID8020541	0
DTXSID8020620	1
DTXSID8020628	1
DTXSID8020759	0
DTXSID8021301	0
DTXSID8021771	0
DTXSID8022292	0
DTXSID8022111	1
DTXSID8022325	1
DTXSID8022377	0
DTXSID8022828	0
DTXSID8023719	0
DTXSID8023846	0
DTXSID8024107	0
DTXSID8024234	0
DTXSID8024109	0
DTXSID8024159	0
DTXSID8024151	1
DTXSID8024315	1
DTXSID8024280	0
DTXSID8024523	1
DTXSID8025096	0
DTXSID8025707	0
DTXSID8026307	0
DTXSID8027292	0
DTXSID8027240	0
DTXSID8027323	0
DTXSID8032417	1
DTXSID8032548	0
DTXSID8032675	1
DTXSID8034586	0
DTXSID8034324	1
DTXSID8034871	0
DTXSID8035180	0
DTXSID8034956	0
DTXSID8035001	0
DTXSID8037752	0
DTXSID8037754	0
DTXSID8040484	1
DTXSID8040721	1
DTXSID8041246	0
DTXSID8041745	0
DTXSID8041901	0
DTXSID8044416	0
DTXSID8047264	0
DTXSID8047341	0
DTXSID8047349	1
DTXSID8047890	1
DTXSID8047769	0
DTXSID8051914	0
DTXSID8052198	0
DTXSID9020110	1
DTXSID9020160	0
DTXSID9020114	0
DTXSID9020112	0
DTXSID9020089	0
DTXSID9020249	0
DTXSID9020243	0
DTXSID9020247	0
DTXSID9020295	0
DTXSID9020370	0
DTXSID9020451	0
DTXSID9020407	1
DTXSID9020582	1
DTXSID9020617	0
DTXSID9020740	0
DTXSID9020794	0
DTXSID9021138	1
DTXSID9022310	1
DTXSID9022100	0
DTXSID9022364	1
DTXSID9022366	1
DTXSID9021928	0
DTXSID9022526	1
DTXSID9022528	0
DTXSID9022817	0
DTXSID9023380	1
DTXSID9023889	0
DTXSID9023881	1
DTXSID9024304	0
DTXSID9024485	0
DTXSID9024489	0
DTXSID9024930	0
DTXSID9025401	0
DTXSID9026926	0
DTXSID9029223	1
DTXSID9032113	1
DTXSID9032533	1
DTXSID9032327	0
DTXSID9033923	1
DTXSID9034816	0
DTXSID9036515	1
DTXSID9035175	0
DTXSID9037539	1
DTXSID9041491	0
DTXSID9042209	0
DTXSID9041653	1
DTXSID9044164	1
DTXSID9044825	0
DTXSID9047259	0
DTXSID9047253	0
DTXSID9047330	0
DTXSID9047334	0
DTXSID9047338	0
DTXSID9047540	1
DTXSID9047598	0
DTXSID9048510	0
DTXSID9048514	0
DTXSID9051618	0
